Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3192806,-,-,-,28.69,77.1,0,218,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2019,1,1,0,0,5.7,1.42,0.4878,0.64,0,0,0,0,-3.6,0,0,0,0,0.23800000000000002,51.28,112.28,0.14,993,0.7000000000000001,311,1.1
2019,1,1,0,30,5.5,1.42,0.4878,0.64,0,0,0,0,-3.6,0,0,0,0,0.23700000000000002,52.04,105.97,0.14,994,0.7000000000000001,303,1.1
2019,1,1,1,0,5.2,1.42,0.4964,0.64,0,0,0,0,-3.7,0,0,0,0,0.23700000000000002,52.6,99.77,0.14,994,0.7000000000000001,295,1.2000000000000002
2019,1,1,1,30,5.800000000000001,1.42,0.4964,0.64,0,0,0,0,-3.7,0,0,0,0,0.23600000000000002,50.51,93.7,0.14,995,0.7000000000000001,290,1.1
2019,1,1,2,0,6.300000000000001,1.42,0.5075000000000001,0.64,9,23,10,0,-2.6,9,23,0,10,0.23600000000000002,53.1,87.52,0.14,995,0.7000000000000001,284,1
2019,1,1,2,30,8,1.42,0.5075000000000001,0.64,51,140,70,0,-2.6,51,140,0,70,0.23600000000000002,47.28,81.97,0.14,995,0.7000000000000001,280,1.4000000000000001
2019,1,1,3,0,9.700000000000001,1.42,0.5176000000000001,0.64,94,256,153,0,-2.9000000000000004,94,256,0,153,0.23600000000000002,41.03,76.55,0.14,996,0.7000000000000001,276,1.7000000000000002
2019,1,1,3,30,11,1.42,0.5176000000000001,0.64,128,351,240,0,-2.9000000000000004,128,351,0,240,0.23600000000000002,37.62,71.42,0.14,996,0.8,273,1.5
2019,1,1,4,0,12.3,1.42,0.5208,0.64,155,425,324,1,-2.5,155,425,0,324,0.23700000000000002,35.52,66.65,0.14,996,0.8,270,1.3
2019,1,1,4,30,14.200000000000001,1.42,0.5208,0.64,176,484,400,1,-2.5,176,484,0,400,0.23700000000000002,31.39,62.35,0.14,996,0.8,276,1.2000000000000002
2019,1,1,5,0,16.1,1.42,0.525,0.64,192,525,466,1,-2,192,525,0,466,0.23800000000000002,28.93,58.63,0.14,995,0.8,283,1.1
2019,1,1,5,30,17.900000000000002,1.42,0.525,0.64,204,556,518,0,-2,204,556,0,518,0.23800000000000002,25.82,55.59,0.14,995,0.8,292,1.5
2019,1,1,6,0,19.6,1.45,0.7521,0.64,245,468,525,0,-3.3000000000000003,245,468,0,525,0.23800000000000002,21.05,53.35,0.14,994,0.9,301,1.8
2019,1,1,6,30,20,1.45,0.7521,0.64,251,480,546,0,-3.3000000000000003,251,480,0,546,0.23800000000000002,20.54,52.04,0.14,994,0.9,304,1.9000000000000001
2019,1,1,7,0,20.3,1.45,0.7688,0.64,255,476,550,0,-3.2,255,476,0,550,0.23800000000000002,20.32,51.7,0.14,994,0.9,307,2
2019,1,1,7,30,20.400000000000002,1.45,0.7688,0.64,251,467,536,1,-3.2,251,467,0,536,0.23700000000000002,20.18,52.370000000000005,0.14,993,1,313,1.9000000000000001
2019,1,1,8,0,20.400000000000002,1.44,0.7908000000000001,0.64,250,443,510,1,-3,250,443,0,510,0.23700000000000002,20.53,54,0.14,993,1,318,1.9000000000000001
2019,1,1,8,30,20.200000000000003,1.44,0.7908000000000001,0.64,236,417,467,0,-3,236,417,0,467,0.23700000000000002,20.78,56.52,0.14,993,1.1,327,1.8
2019,1,1,9,0,20,1.4000000000000001,0.6179,0.64,201,453,429,4,-2.4000000000000004,179,11,0,185,0.23600000000000002,21.990000000000002,59.800000000000004,0.14,993,1.1,336,1.7000000000000002
2019,1,1,9,30,19,1.4000000000000001,0.6179,0.64,181,404,359,1,-2.4000000000000004,181,404,0,359,0.23600000000000002,23.39,63.730000000000004,0.14,993,1.2000000000000002,347,1.3
2019,1,1,10,0,18.1,1.4000000000000001,0.625,0.64,155,339,281,0,3.3000000000000003,155,339,0,281,0.23600000000000002,37.42,68.2,0.14,993,1.2000000000000002,357,0.9
2019,1,1,10,30,16.6,1.4000000000000001,0.625,0.64,121,262,198,3,3.3000000000000003,96,0,0,96,0.23600000000000002,41.13,73.10000000000001,0.14,993,1.2000000000000002,186,1
2019,1,1,11,0,15.200000000000001,1.41,0.6122000000000001,0.64,79,173,115,0,2,79,173,0,115,0.23600000000000002,40.82,78.34,0.14,993,1.2000000000000002,14,1
2019,1,1,11,30,14.200000000000001,1.41,0.6122000000000001,0.64,33,70,40,0,2,33,70,0,40,0.23600000000000002,43.54,83.83,0.14,993,1.1,20,1.1
2019,1,1,12,0,13.200000000000001,1.41,0.5994,0.64,0,0,0,0,-0.1,0,0,0,0,0.23700000000000002,40.1,89.31,0.14,993,1.1,25,1.2000000000000002
2019,1,1,12,30,12.9,1.41,0.5994,0.64,0,0,0,0,-0.1,0,0,0,0,0.23700000000000002,40.94,95.71000000000001,0.14,994,1.1,31,1.2000000000000002
2019,1,1,13,0,12.5,1.42,0.5896,0.64,0,0,0,0,-0.4,0,0,0,0,0.23700000000000002,41.17,101.83,0.14,994,1.1,36,1.2000000000000002
2019,1,1,13,30,12.100000000000001,1.42,0.5896,0.64,0,0,0,0,-0.4,0,0,0,0,0.23700000000000002,42.26,108.07000000000001,0.14,994,1.1,39,1.2000000000000002
2019,1,1,14,0,11.600000000000001,1.42,0.5761000000000001,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.23800000000000002,42.72,114.41,0.14,994,1.1,43,1.3
2019,1,1,14,30,11.3,1.42,0.5761000000000001,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.23800000000000002,43.58,120.83,0.14,994,1.1,46,1.3
2019,1,1,15,0,11,1.41,0.5698,0.64,0,0,0,0,-0.9,0,0,0,0,0.23900000000000002,43.75,127.31,0.14,994,1.1,49,1.3
2019,1,1,15,30,10.8,1.41,0.5698,0.64,0,0,0,0,-0.9,0,0,0,0,0.23900000000000002,44.33,133.84,0.14,994,1.1,55,1.3
2019,1,1,16,0,10.600000000000001,1.3800000000000001,0.5779000000000001,0.64,0,0,0,0,-1,0,0,0,0,0.24,44.35,140.4,0.14,993,1.1,61,1.3
2019,1,1,16,30,10.4,1.3800000000000001,0.5779000000000001,0.64,0,0,0,1,-1,0,0,0,0,0.24,44.95,146.98,0.14,993,1.1,67,1.3
2019,1,1,17,0,10.200000000000001,1.35,0.6116,0.64,0,0,0,4,-1.1,0,0,0,0,0.24,45.230000000000004,153.54,0.14,993,1.2000000000000002,74,1.3
2019,1,1,17,30,10.200000000000001,1.35,0.6116,0.64,0,0,0,4,-1.1,0,0,0,0,0.24,45.230000000000004,160.04,0.14,993,1.2000000000000002,80,1.3
2019,1,1,18,0,10.3,1.33,0.6582,0.64,0,0,0,7,-1,0,0,0,0,0.24,45.51,166.35,0.14,993,1.2000000000000002,87,1.2000000000000002
2019,1,1,18,30,10.3,1.33,0.6582,0.64,0,0,0,3,-1,0,0,0,0,0.24,45.51,171.96,0.14,993,1.2000000000000002,93,1.2000000000000002
2019,1,1,19,0,10.3,1.33,0.675,0.64,0,0,0,4,-0.7000000000000001,0,0,0,0,0.23900000000000002,46.27,174.18,0.14,993,1.2000000000000002,100,1.2000000000000002
2019,1,1,19,30,10.100000000000001,1.33,0.675,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.23900000000000002,46.89,170.31,0.14,993,1.2000000000000002,106,1.2000000000000002
2019,1,1,20,0,9.9,1.34,0.6807000000000001,0.64,0,0,0,4,-0.7000000000000001,0,0,0,0,0.23900000000000002,47.82,164.35,0.14,993,1.2000000000000002,113,1.2000000000000002
2019,1,1,20,30,9.700000000000001,1.34,0.6807000000000001,0.64,0,0,0,7,-0.7000000000000001,0,0,0,0,0.23800000000000002,48.46,157.96,0.14,993,1.2000000000000002,118,1.2000000000000002
2019,1,1,21,0,9.5,1.35,0.6882,0.64,0,0,0,7,-0.6000000000000001,0,0,0,0,0.23800000000000002,49.26,151.43,0.14,993,1.2000000000000002,123,1.2000000000000002
2019,1,1,21,30,9.3,1.35,0.6882,0.64,0,0,0,7,-0.6000000000000001,0,0,0,0,0.23800000000000002,49.92,144.86,0.14,993,1.2000000000000002,127,1.1
2019,1,1,22,0,9.1,1.37,0.6783,0.64,0,0,0,1,-0.6000000000000001,0,0,0,0,0.23800000000000002,50.83,138.28,0.14,993,1.2000000000000002,131,1.1
2019,1,1,22,30,8.9,1.37,0.6783,0.64,0,0,0,0,-0.6000000000000001,0,0,0,0,0.23900000000000002,51.52,131.73,0.14,993,1.2000000000000002,133,1.1
2019,1,1,23,0,8.6,1.3900000000000001,0.6435000000000001,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.23900000000000002,51.86,125.21000000000001,0.14,993,1.1,136,1.1
2019,1,1,23,30,8.6,1.3900000000000001,0.6435000000000001,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.23900000000000002,51.86,118.74000000000001,0.14,993,1.1,136,1.1
2019,1,2,0,0,8.4,1.42,0.6181,0.64,0,0,0,0,-0.9,0,0,0,0,0.241,52.02,112.35000000000001,0.14,993,1.1,137,1
2019,1,2,0,30,8.3,1.42,0.6181,0.64,0,0,0,0,-0.9,0,0,0,0,0.242,52.38,106.03,0.14,993,1,133,1
2019,1,2,1,0,8.3,1.45,0.6017,0.64,0,0,0,0,-0.9,0,0,0,0,0.243,52.33,99.83,0.14,994,1,129,0.9
2019,1,2,1,30,8.4,1.45,0.6017,0.64,0,0,0,0,-0.9,0,0,0,0,0.243,51.980000000000004,93.75,0.14,994,1,119,0.9
