Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3192806,-,-,-,28.69,77.1,0,218,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2017,1,1,0,0,8.5,1.67,1.5,0.64,0,0,0,0,3.5,0,0,0,0,0.268,71.05,112.31,0.14,990,1.6,124,1.2000000000000002
2017,1,1,0,30,8.4,1.67,1.5,0.64,0,0,0,0,3.6,0,0,0,0,0.268,71.60000000000001,106,0.14,991,1.6,125,1.2000000000000002
2017,1,1,1,0,8.200000000000001,1.67,1.4949000000000001,0.64,0,0,0,0,4,0,0,0,0,0.269,74.7,99.8,0.14,991,1.6,125,1.2000000000000002
2017,1,1,1,30,8.9,1.67,1.4949000000000001,0.64,0,0,0,0,4,0,0,0,0,0.268,71.25,93.73,0.14,991,1.6,126,1.3
2017,1,1,2,0,9.600000000000001,1.6600000000000001,1.4185,0.64,5,6,5,0,4.4,5,6,0,5,0.268,69.94,87.55,0.14,992,1.6,127,1.4000000000000001
2017,1,1,2,30,10.8,1.6600000000000001,1.4185,0.64,35,41,41,0,4.4,35,41,0,41,0.268,64.56,81.99,0.14,992,1.6,127,1.8
2017,1,1,3,0,12.100000000000001,1.6600000000000001,1.3276000000000001,0.64,91,98,113,0,4.7,91,98,0,113,0.268,60.63,76.57000000000001,0.14,992,1.6,127,2.3000000000000003
2017,1,1,3,30,13.4,1.6600000000000001,1.3276000000000001,0.64,142,149,189,0,4.7,142,149,0,189,0.268,55.75,71.43,0.14,993,1.6,126,2
2017,1,1,4,0,14.700000000000001,1.6600000000000001,1.2303,0.64,190,211,274,1,5,190,211,0,274,0.268,52.29,66.66,0.14,993,1.6,124,1.8
2017,1,1,4,30,16.900000000000002,1.6600000000000001,1.2303,0.64,229,252,346,1,5,229,252,0,346,0.268,45.45,62.35,0.14,993,1.6,130,2.4000000000000004
2017,1,1,5,0,19.1,1.6500000000000001,1.1552,0.64,257,300,413,1,6.2,257,300,0,413,0.269,43.06,58.620000000000005,0.14,993,1.6,135,2.9000000000000004
2017,1,1,5,30,20.200000000000003,1.6500000000000001,1.1552,0.64,279,326,463,0,6.2,279,326,1,463,0.269,40.19,55.57,0.14,992,1.6,134,2.9000000000000004
