Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,758052,-,-,-,52.53,13.42,0,41,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2017,1,1,0,0,0.7000000000000001,1.06,0.0927,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.275,90.28,148.95000000000002,0.12,1017,1.2000000000000002,242,3.9000000000000004
2017,1,1,0,30,0.7000000000000001,1.06,0.0927,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.278,90.28,146.73,0.12,1017,1.2000000000000002,241,3.9000000000000004
2017,1,1,1,0,0.7000000000000001,1.06,0.091,0.64,0,0,0,0,-0.6000000000000001,0,0,0,0,0.281,90.87,143.76,0.12,1017,1.2000000000000002,241,3.9000000000000004
2017,1,1,1,30,0.6000000000000001,1.06,0.091,0.64,0,0,0,0,-0.6000000000000001,0,0,0,0,0.28400000000000003,91.43,140.22,0.12,1016,1.2000000000000002,239,3.9000000000000004
2017,1,1,2,0,0.6000000000000001,1.07,0.0881,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.28800000000000003,91.09,136.27,0.12,1016,1.2000000000000002,238,4
2017,1,1,2,30,0.5,1.07,0.0881,0.64,0,0,0,0,-0.7000000000000001,0,0,0,0,0.29,91.75,132.04,0.12,1016,1.1,238,4.1000000000000005
2017,1,1,3,0,0.5,1.09,0.0873,0.64,0,0,0,0,-0.8,0,0,0,0,0.293,90.66,127.63000000000001,0.12,1015,1.1,239,4.3
2017,1,1,3,30,0.30000000000000004,1.09,0.0873,0.64,0,0,0,0,-0.8,0,0,0,0,0.294,91.98,123.11,0.12,1015,1.1,239,4.3
2017,1,1,4,0,0.1,1.09,0.0879,0.64,0,0,0,0,-1.2000000000000002,0,0,0,0,0.295,90.9,118.55,0.12,1015,1,238,4.3
2017,1,1,4,30,-0.1,1.09,0.0879,0.64,0,0,0,0,-1.2000000000000002,0,0,0,0,0.296,92.13,114.01,0.12,1014,1,237,4.4
2017,1,1,5,0,-0.30000000000000004,1.07,0.0883,0.64,0,0,0,4,-1.7000000000000002,0,0,0,0,0.297,90.18,109.51,0.12,1014,0.9,237,4.5
2017,1,1,5,30,-0.5,1.07,0.0883,0.64,0,0,0,1,-1.7000000000000002,0,0,0,0,0.297,91.5,105.12,0.12,1014,0.9,236,4.5
2017,1,1,6,0,-0.7000000000000001,1.05,0.0883,0.64,0,0,0,0,-2.3000000000000003,0,0,0,0,0.297,89.08,100.86,0.12,1014,0.9,236,4.5
2017,1,1,6,30,-0.9,1.05,0.0883,0.64,0,0,0,0,-2.3000000000000003,0,0,0,0,0.296,90.3,96.78,0.12,1013,0.9,235,4.6000000000000005
2017,1,1,7,0,-1,1.02,0.0876,0.64,0,0,0,0,-2.8000000000000003,0,0,0,0,0.295,87.28,92.92,0.12,1013,0.9,235,4.6000000000000005
2017,1,1,7,30,-0.9,1.02,0.0876,0.64,11,74,12,1,-2.8000000000000003,11,74,0,12,0.294,86.65,88.92,0.12,1013,1,235,4.7
2017,1,1,8,0,-0.7000000000000001,0.93,0.0915,0.64,27,243,45,0,-3,27,243,0,45,0.293,84.19,85.86,0.12,1013,1,236,4.800000000000001
2017,1,1,8,30,-0.30000000000000004,0.93,0.0915,0.64,41,380,87,4,-3,6,0,3,6,0.293,81.77,83.01,0.12,1013,1,236,4.800000000000001
2017,1,1,9,0,0.2,0.81,0.10310000000000001,0.64,53,446,126,1,-2.8000000000000003,53,446,0,126,0.293,80.26,80.53,0.12,1013,1,236,4.7
2017,1,1,9,30,0.7000000000000001,0.81,0.10310000000000001,0.64,59,507,161,1,-2.8000000000000003,59,507,0,161,0.293,77.34,78.5,0.12,1012,1.1,237,4.7
2017,1,1,10,0,1.3,0.73,0.115,0.64,67,526,186,4,-2.5,13,0,3,13,0.294,76.01,76.95,0.12,1012,1.1,237,4.7
2017,1,1,10,30,1.7000000000000002,0.73,0.115,0.64,70,552,205,4,-2.5,14,0,3,14,0.294,73.86,75.93,0.12,1012,1.1,237,4.5
2017,1,1,11,0,2.1,0.71,0.1237,0.64,75,548,212,4,-2.1,15,0,3,15,0.294,73.49,75.46000000000001,0.12,1011,1.1,238,4.4
2017,1,1,11,30,2.2,0.71,0.1237,0.64,74,543,210,4,-2.1,14,0,3,14,0.295,72.97,75.55,0.12,1011,1.2000000000000002,238,4.1000000000000005
2017,1,1,12,0,2.4000000000000004,0.73,0.1321,0.64,74,515,197,4,-1.8,14,0,3,14,0.295,73.97,76.21000000000001,0.12,1011,1.2000000000000002,238,3.9000000000000004
2017,1,1,12,30,2.2,0.73,0.1321,0.64,70,483,175,1,-1.8,70,483,0,175,0.295,75.03,77.4,0.12,1011,1.2000000000000002,239,3.7
2017,1,1,13,0,2.1,0.72,0.13970000000000002,0.64,65,421,144,0,-1.6,65,421,0,144,0.295,76.60000000000001,79.12,0.12,1010,1.2000000000000002,240,3.4000000000000004
2017,1,1,13,30,1.8,0.72,0.13970000000000002,0.64,55,347,108,0,-1.6,55,347,0,108,0.296,78.26,81.3,0.12,1010,1.2000000000000002,241,3.4000000000000004
2017,1,1,14,0,1.5,0.6900000000000001,0.1461,0.64,42,231,67,4,-1.7000000000000002,5,0,3,5,0.296,79.13,83.91,0.12,1010,1.2000000000000002,242,3.3000000000000003
2017,1,1,14,30,1.3,0.6900000000000001,0.1461,0.64,24,97,29,4,-1.7000000000000002,3,0,3,3,0.298,80.28,86.86,0.12,1010,1.2000000000000002,242,3.4000000000000004
