Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1699656,-,-,-,30.05,31.22,0,27,2,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2019,1,1,0,0,8.8,1.1,0.1789,0.66,0,0,0,0,2.2,0,0,0,0,0.278,63.28,151.99,0.13,1011,1.2000000000000002,181,1.3
2019,1,1,0,30,8.6,1.1,0.1789,0.66,0,0,0,0,2.2,0,0,0,0,0.278,64.14,145.53,0.13,1011,1.2000000000000002,187,1.3
2019,1,1,1,0,8.4,1.1300000000000001,0.19140000000000001,0.66,0,0,0,0,2,0,0,1,0,0.278,64.08,139.04,0.13,1011,1.2000000000000002,194,1.3
2019,1,1,1,30,8.1,1.1300000000000001,0.19140000000000001,0.66,0,0,0,0,2,0,0,0,0,0.279,65.4,132.56,0.13,1011,1.2000000000000002,199,1.3
2019,1,1,2,0,7.9,1.16,0.2064,0.66,0,0,0,0,1.9000000000000001,0,0,0,0,0.279,65.87,126.11,0.13,1011,1.2000000000000002,204,1.3
2019,1,1,2,30,7.6000000000000005,1.16,0.2064,0.66,0,0,0,0,1.9000000000000001,0,0,0,0,0.279,67.23,119.71000000000001,0.13,1011,1.2000000000000002,207,1.4000000000000001
2019,1,1,3,0,7.300000000000001,1.2,0.2214,0.66,0,0,0,0,2.1,0,0,0,0,0.279,69.32000000000001,113.37,0.13,1011,1.3,210,1.4000000000000001
2019,1,1,3,30,7,1.2,0.2214,0.66,0,0,0,0,2.1,0,0,0,0,0.278,70.76,107.12,0.13,1011,1.3,211,1.4000000000000001
2019,1,1,4,0,6.7,1.22,0.23470000000000002,0.66,0,0,0,0,2.3000000000000003,0,0,0,0,0.278,73.53,100.97,0.13,1011,1.3,212,1.5
2019,1,1,4,30,7.5,1.22,0.23470000000000002,0.66,0,0,0,0,2.3000000000000003,0,0,0,0,0.277,69.69,94.96000000000001,0.13,1012,1.3,212,1.7000000000000002
2019,1,1,5,0,8.200000000000001,1.23,0.2384,0.66,9,22,9,0,2.6,9,22,0,9,0.277,67.69,88.73,0.13,1012,1.3,212,1.9000000000000001
2019,1,1,5,30,9.700000000000001,1.23,0.2384,0.66,46,205,70,0,2.6,46,205,0,70,0.277,61.19,83.32000000000001,0.13,1012,1.3,211,2.7
2019,1,1,6,0,11.100000000000001,1.2,0.2293,0.66,77,377,155,1,2.9000000000000004,77,377,0,155,0.277,56.870000000000005,77.97,0.13,1013,1.3,210,3.4000000000000004
2019,1,1,6,30,12.8,1.2,0.2293,0.66,99,497,245,7,2.9000000000000004,110,20,0,116,0.277,50.86,72.88,0.13,1013,1.3,216,3.4000000000000004
2019,1,1,7,0,14.5,1.1300000000000001,0.2051,0.66,110,603,334,7,3.1,155,192,0,226,0.278,46.45,68.16,0.13,1013,1.3,223,3.4000000000000004
2019,1,1,7,30,16,1.1300000000000001,0.2051,0.66,121,664,413,1,3.2,121,664,0,413,0.278,42.2,63.9,0.13,1013,1.3,231,3.7
2019,1,1,8,0,17.5,1.01,0.1691,0.66,119,739,486,2,3.2,220,92,0,266,0.279,38.37,60.18,0.13,1012,1.3,240,4
2019,1,1,8,30,18,1.01,0.1691,0.66,125,768,542,2,3.2,249,134,3,322,0.279,37.19,57.14,0.13,1012,1.3,243,4
2019,1,1,9,0,18.5,0.92,0.1524,0.66,124,805,587,1,2.9000000000000004,124,805,0,587,0.279,35.410000000000004,54.870000000000005,0.13,1011,1.2000000000000002,246,4.1000000000000005
2019,1,1,9,30,18.900000000000002,0.92,0.1524,0.66,126,816,611,0,2.9000000000000004,126,816,0,611,0.279,34.54,53.480000000000004,0.13,1011,1.2000000000000002,248,4
